level	col_a	gloss_ru	status	flags	gloss_lemma	min_band	nkrya_tokens	synonym_proposal	synonym_ipm	synonym_band
level_03	vṛṣ	идти (о дожде), осыпать дарами	flag	phrase,unknown			идти:V:-:- дождь:S:-:- осыпать:V:-:- дар:S:-:-			
level_03	pā (piba-)	пить	flag	unknown			пить:V:-:-			
level_03	sthā (tiṣṭha-)	стоять, находиться	flag	phrase,unknown			стоять:V:-:- находиться:V:-:-			
level_03	dṛś (paśya-)	смотреть, видеть	flag	phrase,unknown			смотреть:V:-:- видеть:V:-:-			
level_03	gam (gaccha-)	идти, ходить	flag	phrase,unknown			идти:V:-:- ходить:V:-:-			
level_03	yam (yaccha-)	давать	flag	unknown			давать:V:-:-			
level_04	devaḥ	бог	ok			4	бог:S:4:587.01			
level_04	naraḥ	мужчина, человек	flag	phrase,unknown		5	мужчина:S:-:- человек:S:5:2888.63			
level_04	putraḥ	сын	ok			4	сын:S:4:382.88			
level_04	gajaḥ	слон	flag	unknown			слон:S:-:-			
level_04	grāmaḥ	деревня	flag	unknown			деревня:S:-:-			
level_04	nṛpaḥ	царь	ok			4	царь:S:4:196.75			
level_04	phalam	плод, награда	flag	phrase,unknown			плод:S:-:- награда:S:-:-			
level_04	gṛham	дом	flag	unknown			дом:S:-:-			
level_04	nagaram	город	flag	unknown			город:S:-:-			
level_04	jalam	вода	ok			4	вода:S:4:573.16			
level_04	kṣīram	молоко	flag	unknown			молоко:S:-:-			
level_04	dānam	подарок, подаяние	flag	phrase,unknown			подарок:S:-:- подаяние:S:-:-			
level_05	kṣip	бросать	flag	unknown			бросать:V:-:-			
level_05	viś	входить	flag	unknown			входить:V:-:-			
level_05	pracch	спрашивать	flag	unknown			спрашивать:V:-:-			
level_05	kṛṣ	пахать	flag	unknown			пахать:V:-:-			
level_05	spṛś	прикасаться	flag	unknown			прикасаться:V:-:-			
level_05	iṣ	искать, желать	flag	phrase,unknown		4	искать:V:-:- желать:V:4:213.33			
level_05	diś	показывать	flag	unknown			показывать:V:-:-			
level_05	sic	капать, поливать	flag	phrase,unknown			капать:V:-:- поливать:V:-:-			
level_05	sṛj	творить, выпускать	flag	phrase,unknown			творить:V:-:- выпускать:V:-:-			
level_05	hvā	звать	flag	unknown			звать:V:-:-			
level_05	sad	сидеть	flag	unknown			сидеть:V:-:-			
level_05	guh	прятать	flag	unknown			прятать:V:-:-			
level_06	meghaḥ	облако	flag	unknown			облако:S:-:-			
level_06	hastaḥ	рука	ok			5	рука:S:5:1367.37			
level_06	mārgaḥ	дорога	flag	unknown			дорога:S:-:-			
level_06	kuntaḥ	копье	flag	unknown			копьё:S:-:-			
level_06	kaṭaḥ	циновка	flag	unknown			циновка:S:-:-			
level_06	bālaḥ	мальчик	flag	unknown			мальчик:S:-:-			
level_06	śaraḥ	стрела	flag	unknown			стрела:S:-:-			
level_06	dhanam	деньги, богатство	flag	phrase,unknown			деньга:S:-:- богатство:S:-:-			
level_06	sukham	счастье, благо	flag	phrase,unknown		3	счастие:S:3:29.48 благо:S:-:-			
level_06	lāṅgalam	плуг	flag	unknown			плуг:S:-:-			
level_06	kṣetram	поле	flag	unknown			поле:S:-:-			
level_06	viṣam	яд	flag	unknown			яд:S:-:-			
level_07	muc	освобождать, отпускать	flag	phrase,unknown			освобождать:V:-:- отпускать:V:-:-			
level_07	kṛt	резать	flag	unknown			резать:V:-:-			
level_07	lip	мазать, пачкать	flag	phrase,unknown			мазать:V:-:- пачкать:V:-:-			
level_07	lup	ломать, грабить	flag	phrase,unknown			ломать:V:-:- грабить:V:-:-			
level_07	gup	стеречь, защищать	flag	phrase,unknown			стеречь:V:-:- защищать:V:-:-			
level_07	ruh	расти	flag	unknown			расти:V:-:-			
level_08	janaḥ	человек, люди	ok	phrase		5	человек:S:5:2888.63 человек:S:5:2888.63			
level_08	vṛkṣaḥ	дерево	flag	unknown			дерево:S:-:-			
level_08	śivaḥ	Шива, имя бога	flag	phrase,name,unknown		4	имя:S:-:- бог:S:4:587.01			
level_08	rāmaḥ	Рама, имя героя	flag	phrase,name,unknown			имя:S:-:- герой:S:-:-			
level_08	śaraḥ	стрела	flag	unknown			стрела:S:-:-			
level_08	pāpam	грех, зло	flag	phrase,unknown			грех:S:-:- зло:S:-:-			
level_08	duḥkham	несчастье, горе	flag	phrase,unknown			несчастие:S:-:- гора:S:-:-			
level_08	satyam	правда, истина	flag	phrase,unknown			истина:S:-:-			
level_08	viṣam	яд	flag	unknown			яд:S:-:-			
level_08	agniḥ	огонь	flag	unknown			огонь:S:-:-			
level_08	ariḥ	враг	flag	unknown			враг:S:-:-			
level_08	ṛṣiḥ	пророк, мудрец	flag	phrase,unknown			пророк:S:-:- мудрец:S:-:-			
level_08	kaviḥ	поэт	flag	unknown			поэт:S:-:-			
level_08	asiḥ	меч	flag	unknown			меч:S:-:-			
level_08	pāṇiḥ	рука	ok			5	рука:S:5:1367.37			
level_08	giriḥ	гора	flag	unknown			гора:S:-:-			
level_08	hariḥ	Хари, имя бога	flag	phrase,unknown		4	харя:S:-:- имя:S:-:- бог:S:4:587.01			
level_08	vāri	вода	ok			4	вода:S:4:573.16			
level_09	lubh	желать	ok			4	желать:V:4:213.33			
level_09	krudh	гневаться	flag	unknown			гневаться:V:-:-			
level_09	śuṣ	засыхать	flag	unknown			засыхать:V:-:-			
level_09	kup	сердиться, злиться	flag	phrase,unknown			сердиться:V:-:- злиться:V:-:-			
level_09	as	бросать, метать	flag	phrase,unknown			бросать:V:-:- метать:V:-:-			
level_09	naś	погибать, обращаться в бегство	flag	phrase,unknown			погибать:V:-:- обращаться:V:-:- бегство:S:-:-			
level_09	snih	любить, быть расположенным	flag	phrase,unknown		6	любить:V:-:- быть:V:6:12831.00 расположить:V:-:-			
level_09	likh	царапать, надрезать, писать	flag	phrase,unknown			царапать:V:-:- надрезать:V:-:- писать:V:-:-			
level_09	āgam	приходить	flag	unknown			приходить:V:-:-			
level_09	āruh	восходить, подниматься на, взбираться на	flag	phrase,unknown			восходить:V:-:- подниматься:V:-:- взбираться:V:-:-			
level_10	bhānuḥ	солнце	flag	unknown			солнце:S:-:-			
level_10	śatruḥ	противник, неприятель	flag	phrase,unknown			противник:S:-:- неприятель:S:-:-			
level_10	bāhuḥ	рука (целиком), передняя лапа	flag	phrase,unknown		5	рука:S:5:1367.37 целиком:ADV:-:- передний:A:-:- лапа:S:-:-			
level_10	vāyuḥ	ветер	flag	unknown			ветер:S:-:-			
level_10	pādaḥ	нога, луч, четверть	flag	phrase,unknown			нога:S:-:- луч:S:-:- четверть:S:-:-			
level_10	śiṣyaḥ	ученик	flag	unknown			ученик:S:-:-			
level_10	annam	еда, корм	flag	phrase,unknown			еда:S:-:- корм:S:-:-			
level_10	sūktam	ведийский гимн	flag	phrase,unknown			ведийский:A:-:- гимн:S:-:-			
level_10	maṇiḥ	жемчужина, драгоценность, украшение, амулет	flag	phrase,unknown			жемчужина:S:-:- драгоценность:S:-:- украшение:S:-:- амулет:S:-:-			
level_10	udadhiḥ	океан	flag	unknown			океан:S:-:-			
level_10	viṣṇuḥ	Вишну (имя бога)	flag	phrase,name,unknown		4	имя:S:-:- бог:S:4:587.01			
level_10	binduḥ	капля	flag	unknown			капля:S:-:-			
level_10	paraśuḥ	топор	flag	unknown			топор:S:-:-			
level_10	guruḥ	учитель	flag	unknown			учитель:S:-:-			
level_10	śikharaḥ	вершина	flag	unknown			вершина:S:-:-			
level_10	aśvaḥ	лошадь	flag	unknown			лошадь:S:-:-			
level_10	ratnam	дар, подношение, сокровище, драгоценность, жемчужина	flag	phrase,unknown			дар:S:-:- подношение:S:-:- сокровище:S:-:- драгоценность:S:-:- жемчужина:S:-:-			
level_10	pattram	лист, письмо	flag	phrase,unknown			лист:S:-:- письмо:S:-:-			
level_10	rāśiḥ	куча	flag	unknown			куча:S:-:-			
level_11	ākram	наступать, нападать	flag	phrase,unknown			наступать:V:-:- нападать:V:-:-			
level_11	div	играть	flag	unknown			играть:V:-:-			
level_11	mad	пьянеть	flag	unknown			пьянеть:V:-:-			
level_11	tuṣ	радоваться, быть довольным	flag	phrase,unknown		6	радоваться:V:-:- быть:V:6:12831.00 довольный:A:-:-			
level_11	tam	быть печальным	flag	phrase,unknown		6	быть:V:6:12831.00 печальный:A:-:-			
level_11	śam	успокаиваться, тухнуть	flag	phrase,unknown			успокаиваться:V:-:- тухнуть:V:-:-			
level_11	śram	уставать	flag	unknown			уставать:V:-:-			
level_11	bhram	бродить, блуждать	flag	phrase,unknown			бродить:V:-:- блуждать:V:-:-			
level_11	vyadh	пронзать, попадать	flag	phrase,unknown			пронзать:V:-:- попадать:V:-:-			
level_11	ācam	пить, зачерпывать	flag	phrase,unknown			пить:V:-:- зачерпывать:V:-:-			
level_11	ar	идти, падать на к.-л.	flag	phrase,unknown			идти:V:-:- падать:V:-:- л:S:-:-			
level_11	har	брать, отнимать, похищать	flag	phrase,unknown			брать:V:-:- отнимать:V:-:- похищать:V:-:-			
level_12	madhu	мед	flag	unknown			мёд:S:-:-			
level_12	aśru	слеза	flag	unknown			слеза:S:-:-			
level_12	vasu	богатство, добро, вещи	flag	phrase,unknown			богатство:S:-:- добро:ADV:-:- вещь:S:-:-			
level_12	mṛtyuḥ	смерть	flag	unknown			смерть:S:-:-			
level_12	aliḥ	пчела	flag	unknown			пчела:S:-:-			
level_12	nṛpati	царь, повелитель, владыка	flag	phrase,unknown		3	царь:S:4:196.75 повелитель:S:-:- владыка:S:3:29.85			
level_12	netram	глаз	flag	unknown			глаз:S:-:-			
level_12	mukham	рот, лицо	flag	phrase,unknown			рот:S:-:- лицо:S:-:-			
level_12	ṛkṣaḥ	медведь	flag	unknown			медведь:S:-:-			
level_12	akṣaḥ	кость (игральная)	flag	phrase,unknown			кость:S:-:- игральный:A:-:-			
level_12	kṣatriyaḥ	воин	flag	unknown			воин:S:-:-			
level_12	adharmaḥ	несправедливость	flag	unknown			несправедливость:S:-:-			
level_12	kopaḥ	гнев	flag	unknown			гнев:S:-:-			
level_13	kṣal	мыть	flag	unknown			мыть:V:-:-			
level_13	cur	красть	flag	unknown			красть:V:-:-			
level_13	tul	взвешивать	flag	unknown			взвешивать:V:-:-			
level_13	taḍ	бить	flag	unknown			бить:V:-:-			
level_13	gaṇ	считать	flag	unknown			считать:V:-:-			
level_13	kath	рассказывать, излагать	flag	phrase,unknown			рассказывать:V:-:- излагать:V:-:-			
level_13	daṇḍ	наказывать	flag	unknown			наказывать:V:-:-			
level_13	pīḍ	мучить	flag	unknown			мучить:V:-:-			
level_13	par	10P преодолевать	flag	unknown			преодолевать:V:-:-			
level_13	pūj	почитать	flag	unknown			почитать:V:-:-			
level_13	ānī	приносить	flag	unknown			приносить:V:-:-			
level_14	sūtaḥ	кучер	flag	unknown			кучер:S:-:-			
level_14	stenaḥ	вор	flag	unknown			вор:S:-:-			
level_14	janakaḥ	отец	flag	unknown			отец:S:-:-			
level_14	daṇḍaḥ	палка, наказание	flag	phrase,unknown			палка:S:-:- наказание:S:-:-			
level_14	lokaḥ	мир, люди	ok	phrase		4	мир:S:4:667.85 человек:S:5:2888.63			
level_14	rāmāyaṇam	название поэмы Рамаяна	flag	phrase,unknown,name			название:S:-:- поэма:S:-:-			
level_14	suvarṇam	золото	flag	unknown			золото:S:-:-			
level_14	puṇyam	заслуга, добродетель	flag	phrase,unknown			заслуга:S:-:- добродетель:S:-:-			
level_14	rūpakam	рупия или рубль	flag	phrase,unknown			рупия:S:-:- рубль:S:-:-			
level_14	sādhuḥ	набожный человек, святой	flag	phrase,unknown		5	набожный:A:-:- человек:S:5:2888.63 святой:A:-:-			
level_14	iva	как	ok							
level_15	īkṣ	1Ā видеть, смотреть	flag	phrase,unknown			видеть:V:-:- смотреть:V:-:-			
level_15	kamp	1Ā дрожать, сотрясаться	flag	phrase,unknown			дрожать:V:-:- сотрясаться:V:-:-			
level_15	bhāṣ	1Ā говорить	flag	unknown			говорить:V:-:-			
level_15	yat	1Ā D стремиться к	flag	phrase,unknown			стремиться:V:-:-			
level_15	ārabh	1Ā начинать, приниматься за	flag	phrase,unknown			начинать:V:-:- приниматься:V:-:-			
level_15	ruc	1Ā D|G нравиться	flag	unknown			нравиться:V:-:-			
level_15	labh	1Ā получать	flag	unknown			получать:V:-:-			
level_15	vand	1Ā кланяться, чтить	flag	phrase,unknown			кланяться:V:-:- чтить:V:-:-			
level_15	śikṣ	1Ā учиться, учить ч.-л.	flag	phrase,unknown			учиться:V:-:- учить:V:-:- ч:S:-:- л:S:-:-			
level_15	sah	1Ā переносить, терпеть	flag	phrase,unknown			переносить:V:-:- терпеть:V:-:-			
level_15	sev	1Ā служить, почитать	flag	phrase,unknown			служить:V:-:- почитать:V:-:-			
level_15	jan	4Ā рождаться, возникать	flag	phrase,unknown			рождаться:V:-:- возникать:V:-:-			
level_15	yudh	4Ā I сражаться	flag	unknown			сражаться:V:-:-			
level_15	mar	6Ā умирать	flag	unknown			умирать:V:-:-			
level_15	arth	10Ā A.duplex просить, требовать	flag	phrase,unknown			просить:V:-:- требовать:V:-:-			
level_16	anarthaḥ	несчастье	flag	unknown			несчастие:S:-:-			
level_16	dharmaḥ	добродетель, закон	flag	phrase,unknown			добродетель:S:-:- закон:S:-:-			
level_16	udyogaḥ	прилежание	flag	unknown			прилежание:S:-:-			
level_16	manuṣyaḥ	смертный, человек	flag	phrase,unknown		5	смертный:A:-:- человек:S:5:2888.63			
level_16	yajñaḥ	жертва, жертвоприношение	flag	phrase,unknown			жертва:S:-:- жертвоприношение:S:-:-			
level_16	vinayaḥ	послушание	flag	unknown			послушание:S:-:-			
level_16	śūdraḥ	шудра, человек четвертой касты	flag	phrase,unknown		5	шудра:S:-:- человек:S:5:2888.63 четвёртый:A:-:- каста:S:-:-			
level_16	kalyāṇam	счастье, благополучие, красота	flag	phrase,unknown		3	счастие:S:3:29.48 благополучие:S:-:- красота:S:-:-			
level_16	hitam	добро, благо	flag	phrase,unknown			добро:ADV:-:- благо:S:-:-			
level_16	balam	сила, могущество	flag	phrase,unknown		4	сила:S:4:706.05 могущество:S:-:-			
level_16	vanam	лес	flag	unknown			лес:S:-:-			
level_16	śāstram	наука, трактат	flag	phrase,unknown			наука:S:-:- трактат:S:-:-			
level_16	dhairyam	стойкость	flag	unknown			стойкость:S:-:-			
level_16	dvijaḥ, dvijātiḥ	дваждырожденный, ариец	flag	phrase,unknown			дваждырожденный:A:-:- ариец:S:-:-			
level_16	vīciḥ	волна	flag	unknown			волна:S:-:-			
level_16	taruḥ	дерево	flag	unknown			дерево:S:-:-			
level_16	paśuḥ	скот, жертвенное животное	flag	phrase,unknown			скот:S:-:- жертвенный:A:-:- животное:S:-:-			
level_17	saṃgam	1Ā I сходиться вместе,  соединяться	flag	phrase,unknown			сходиться:V:-:- вместе:ADV:-:- соединяться:V:-:-			
level_17	parāji	1Ā побеждать	flag	unknown			побеждать:V:-:-			
level_17	uḍḍī	1Ā взлетать	flag	unknown			взлетать:V:-:-			
level_17	bhikṣ	1Ā просить милостыню	flag	phrase,unknown			просить:V:-:- милостыня:S:-:-			
level_17	śubh	1Ā блистать	flag	unknown			блистать:V:-:-			
level_17	vart	1Ā становиться, существовать	flag	phrase,unknown			становиться:V:-:- существовать:V:-:-			
level_17	prapad	4Ā отправляться, прибегать к	flag	phrase,unknown			отправляться:V:-:- прибегать:V:-:-			
level_17	marg	10Ā искать	flag	unknown			искать:V:-:-			
level_17	avagam	1P понимать	flag	unknown			понимать:V:-:-			
level_17	avatar	1P спускаться, снизойти	flag	phrase,unknown			спускаться:V:-:- снизойти:V:-:-			
level_17	avaruh	1P слезать, спешиться	flag	phrase,unknown			слезать:V:-:- спешиться:V:-:-			
level_17	upanī	1P приводить, посвящать	flag	phrase,unknown			приводить:V:-:- посвящать:V:-:-			
level_17	parinī	1P обводить кругом, жениться	flag	phrase,unknown			обводить:V:-:- кругом:ADV:-:- жениться:V:-:-			
level_18	kanyā	дочь, девушка	flag	phrase,unknown			дочь:S:-:- девушка:S:-:-			
level_18	gaṅgā	Ганг	ok	name						
level_18	chāyā	тень	flag	unknown			тень:S:-:-			
level_18	bhāryā	супруга, жена	flag	phrase,unknown		4	супруг:S:-:- жена:S:4:424.54			
level_18	bhāṣā	язык	flag	unknown			язык:S:-:-			
level_18	bhikṣā	милостыня	flag	unknown			милостыня:S:-:-			
level_18	yamunā	название реки, Ямуна	flag	phrase,unknown,name			название:S:-:- река:S:-:-			
level_18	rathyā	улица	flag	unknown			улица:S:-:-			
level_18	vidyā	знание, наука	flag	phrase,unknown			знание:S:-:- наука:S:-:-			
level_18	saṃdhyā	сумерки	flag	unknown			сумерки:S:-:-			
level_18	gṛhasthaḥ	отец семейства	flag	phrase,unknown			отец:S:-:- семейство:S:-:-			
level_18	prayāgaḥ	название города, Праяга	flag	phrase,unknown,name			название:S:-:- город:S:-:-			
level_18	vihagaḥ	птица	flag	unknown			птица:S:-:-			
level_18	vyādhaḥ	охотник	flag	unknown			охотник:S:-:-			
level_18	iṣuḥ	стрела	flag	unknown			стрела:S:-:-			
level_18	bhayam	страх	ok			4	страх:S:4:151.52			
level_18	raṇaḥ, raṇam	сражение	flag	unknown			сражение:S:-:-			
level_18	śaraṇam	защита	flag	unknown			защита:S:-:-			
level_18	svargaḥ	небо	flag	unknown			небо:S:-:-			
level_18	hṛdayam	сердце	flag	unknown			сердце:S:-:-			
level_18	kṛṣṇaḥ, kṛṣṇā	черный	flag	unknown			чёрный:A:-:-			
level_18	pāpaḥ, pāpā	злой, дурной	flag	phrase,unknown			злой:A:-:- дурной:A:-:-			
level_18	prabhūtaḥ, prabhūtā	многочисленный	flag	unknown			многочисленный:A:-:-			
level_18	sahasā	внезапно, быстро	flag	phrase,unknown			внезапно:ADV:-:- быстро:ADV:-:-			
level_18	saha	вместе (+In.)	flag	phrase,unknown			вместе:ADV:-:-			
level_19	kar	8U делать	flag	unknown			делать:V:-:-			
level_19	khan	1P копать	flag	unknown			копать:V:-:-			
level_19	gai	1P петь	flag	unknown			петь:V:-:-			
level_19	grah	9P брать, принимать, схватывать	flag	phrase,unknown			брать:V:-:- принимать:V:-:- схватывать:V:-:-			
level_19	daṃś	1P кусать	flag	unknown			кусать:V:-:-			
level_19	do	1P резать	flag	unknown			резать:V:-:-			
level_19	dhā	3U ставить, класть	flag	phrase,unknown			ставить:V:-:- класть:V:-:-			
level_19	dhe	1P сосать, пить	flag	phrase,unknown			сосать:V:-:- пить:V:-:-			
level_19	dhyai	1P думать, размышлять	flag	phrase,unknown			думать:V:-:- размышлять:V:-:-			
level_19	par	9P наполнять	flag	unknown			наполнять:V:-:-			
level_19	bandh	9P вязать, привязать	flag	phrase,unknown			вязать:V:-:- привязать:V:-:-			
level_19	mā	3U мерить	flag	unknown			мерить:V:-:-			
level_19	vac	2P говорить	flag	unknown			говорить:V:-:-			
level_19	vap	1P сеять	flag	unknown			сеять:V:-:-			
level_19	śās	2P наказывать, повелевать	flag	phrase,unknown			наказывать:V:-:- повелевать:V:-:-			
level_19	śru	5P слышать	flag	unknown			слышать:V:-:-			
level_19	stu	2U прославлять	flag	unknown			прославлять:V:-:-			
level_19	svap	2P спать	flag	unknown			спать:V:-:-			
level_19	hā	3P оставлять, покидать, пренебрегать	flag	phrase,unknown			оставлять:V:-:- покидать:V:-:- пренебрегать:V:-:-			
level_19	āhvā	1P призывать	flag	unknown			призывать:V:-:-			
level_20	ājñā	приказание	flag	unknown			приказание:S:-:-			
level_20	āśā	надежда	flag	unknown			надежда:S:-:-			
level_20	kāṣṭham	кусок дерева, полено	flag	phrase,unknown			кусок:S:-:- дерево:S:-:- полено:S:-:-			
level_20	gītam	песня	flag	unknown			песня:S:-:-			
level_20	ghaṭaḥ	горшок, сосуд	flag	phrase,unknown		3	горшок:S:-:- сосуд:S:3:25.97			
level_20	ghṛtam	топленое масло	flag	phrase,unknown			топлёный:A:-:- масло:S:-:-			
level_20	dhānyam	хлеб	flag	unknown			хлеб:S:-:-			
level_20	pāśaḥ	петля, веревка	flag	phrase,unknown			петлить:V:-:- верёвка:S:-:-			
level_20	bhāraḥ	ноша	flag	unknown			ноша:S:-:-			
level_20	bhikṣuḥ	нищий, аскет	flag	phrase,unknown			нищий:A:-:- аскет:S:-:-			
level_20	bhṛtyaḥ	слуга	flag	unknown			слуга:S:-:-			
level_20	mālā	венок	flag	unknown			венок:S:-:-			
level_20	rājyam	царство	flag	unknown			царство:S:-:-			
level_20	śiśuḥ	дитя	flag	unknown			дитя:S:-:-			
level_20	sarpaḥ	змея	ok			3	змея:S:3:27.43			
level_20	vidheyaḥ, vidheyā	послушный	flag	unknown			послушный:A:-:-			
level_21	avakart	6P срубать	flag	unknown			срубать:V:-:-			
level_21	paṭh	1P читать (вслух)	flag	phrase,unknown			читать:V:-:- вслух:ADV:-:-			
level_21	upaviś	6U садиться	flag	unknown			садиться:V:-:-			
level_21	praviś	6U входить	flag	unknown			входить:V:-:-			
level_21	āhar	1P приносить	flag	unknown			приносить:V:-:-			
level_22	arthaḥ	цель, смысл, богатство	flag	phrase,unknown			цель:S:-:- смысл:S:-:- богатство:S:-:-			
level_22	indraḥ	Индра, имя бога	flag	phrase,name,unknown		4	имя:S:-:- бог:S:4:587.01			
level_22	indrāṇī	Индрани, имя богини	flag	phrase,name,unknown			имя:S:-:- богиня:S:-:-			
level_22	kāvyam	стихотворение	flag	unknown			стихотворение:S:-:-			
level_22	granthaḥ	сочинение, текст, книга	flag	phrase,unknown			сочинение:S:-:- текст:S:-:- книга:S:-:-			
level_22	jananī	мать	ok			4	мать:S:4:413.00			
level_22	dāsī	рабыня, служанка	flag	phrase,unknown			рабыня:S:-:- служанка:S:-:-			
level_22	devī	богиня, царица	flag	phrase,unknown			богиня:S:-:- царица:S:-:-			
level_22	nagarī	город	flag	unknown			город:S:-:-			
level_22	nārī	женщина, жена	flag	phrase,unknown		4	женщина:S:-:- жена:S:4:424.54			
level_22	patnī	супруга	flag	inflected,unknown	супруг		супруг:S:-:-			
level_22	putrī	дочь	flag	unknown			дочь:S:-:-			
level_22	pustakam	книга (рукопись)	flag	phrase,unknown			книга:S:-:- рукопись:S:-:-			
level_22	pūraḥ	высокая вода, половодье	flag	phrase,unknown		4	высокий:A:-:- вода:S:4:573.16 половодье:S:-:-			
level_22	pṛthivī	земля, почва	flag	phrase,unknown		4	земля:S:4:650.73 почва:S:-:-			
level_22	matsyam	рыба	flag	unknown			рыба:S:-:-			
level_22	vāpī	пруд	flag	unknown			пруд:S:-:-			
level_22	sabhā	собрание	flag	unknown			собрание:S:-:-			
level_22	senā	войско	flag	unknown			войско:S:-:-			
level_22	stotram	хвалебная песнь	flag	phrase,unknown			хвалебный:A:-:- песня:S:-:-			
level_22	śītaḥ, śītā	прохладный, холодный	flag	phrase,unknown			прохладный:A:-:- холодный:A:-:-			
level_23	kalp	1Ā делать, служить чему	flag	phrase,unknown			делать:V:-:- служить:V:-:-			
level_23	upadiś	6P учить, наставлять	flag	phrase,unknown			учить:V:-:- наставлять:V:-:-			
level_23	vid	6U достигать, находить	flag	phrase,unknown		3	достигать:V:3:47.90 находить:V:-:-			
level_24	kalahaḥ, kalaham	ссора	flag	unknown			ссора:S:-:-			
level_24	kīrtiḥ	f слава	flag	unknown			слава:S:-:-			
level_24	gopaḥ	пастух	flag	unknown			пастух:S:-:-			
level_24	jātiḥ	f порода, каста	flag	phrase,unknown			порода:S:-:- каста:S:-:-			
level_24	dhṛtiḥ	f решимость, мужество	flag	phrase,unknown			решимость:S:-:- мужество:S:-:-			
level_24	pārthivaḥ	царь, князь	flag	phrase,unknown		4	царь:S:4:196.75 князь:S:-:-			
level_24	buddhiḥ	f ум, разум	flag	phrase,unknown			ум:S:-:- разум:S:-:-			
level_24	bhaktiḥ	f преданность, почитание	flag	phrase,unknown			преданность:S:-:- почитание:S:-:-			
level_24	bhāgaḥ	m кусок, часть, доля	flag	phrase,unknown			кусок:S:-:- часть:S:-:- доля:S:-:-			
