devanagari,iast,translation,audio,image,note_id,tags
बुरा,buraa,bad,media/284840.mp3,media/8487_96square.jpg,1436157617932,
पास,paaS,near,media/284845.mp3,media/9622_96square.jpg,1436157617933,
आपसेमिलकरख़ुशीहुई,aap Se miLkar khusii huii.,Nice to meet you.,media/400536.mp3,media/21965_96square.jpg,1436157617934,
नमस्ते,NamaSTe.,Hello.,media/644175.mp3,media/21643_96square.jpg,1436157617935,
सुप्रभात,SuprabhaaT.,Good morning.,media/644176.mp3,media/17247_96square.jpg,1436157617936,
नमस्ते,NamaSTe.,Good afternoon.,media/817324.mp3,media/21648_96square.jpg,1436157617937,
शुभसंध्या,subh SaNDHyaa.,Good evening.,media/644178.mp3,media/21963_96square.jpg,1436157617938,
शुभरात्री,subh raaTrii.,Good night.,media/817325.mp3,media/21964_96square.jpg,1436157617939,
आपकैसेहैं,aap kaiSe hain?,How are you?,media/817326.mp3,media/10083_96square.jpg,1436157617940,
धन्यवाद,DHaNyavaaD.,Thank you!,media/128387.mp3,media/14992_96square.jpg,1436157617941,
नहीं,Nahiin.,No.,media/400818.mp3,media/21966_96square.jpg,1436157617942,
स्वादिष्ट,swaaDist,Delicious!,media/129993.mp3,media/10146_96square.jpg,1436157617943,
मैंहूँ,main ... huun.,I'm...(name).,media/400543.mp3,media/21967_96square.jpg,1436157617944,
अलविदा,aLviDaa.,Goodbye.,media/644180.mp3,media/21968_96square.jpg,1436157617945,
हाँ,haan.,Yes.,media/644244.mp3,media/14816_96square.jpg,1436157617946,
सोमवार,Somvaar,Monday,media/128514.mp3,media/22038_96square.jpg,1436157617947,
मंगलवार,mangaLvaar,Tuesday,media/128516.mp3,media/22039_96square.jpg,1436157617948,
बुधवार,buDHvaar,Wednesday,media/128515.mp3,media/22037_96square.jpg,1436157617949,
गुरुवार,guruvaar,Thursday,media/128519.mp3,media/22033_96square.jpg,1436157617950,
शुक्रवार,sukravaar,Friday,media/128517.mp3,media/22035_96square.jpg,1436157617951,
शनिवार,saNivaar,Saturday,media/128518.mp3,media/22036_96square.jpg,1436157617952,
इतवार,iTvaar,Sunday,media/400207.mp3,media/22034_96square.jpg,1436157617953,
मई,maii,May,media/284683.mp3,media/22029_96square.jpg,1436157617954,
जनवरी,jaNvarii,January,media/128507.mp3,media/22025_96square.jpg,1436157617955,
फरवरी,pharvarii,February,media/284696.mp3,media/22024_96square.jpg,1436157617956,
मार्च,maarc,March,media/284687.mp3,media/22028_96square.jpg,1436157617957,
अप्रैल,aprail,April,media/284700.mp3,media/22021_96square.jpg,1436157617958,
जून,juuN,June,media/284703.mp3,media/22027_96square.jpg,1436157617959,
जुलाई,julaaii,July,media/284707.mp3,media/22026_96square.jpg,1436157617960,
अगस्त,agaST,August,media/284711.mp3,media/22022_96square.jpg,1436157617961,
सितम्बर,SiTambar,September,media/284714.mp3,media/22032_96square.jpg,1436157617962,
अक्टूबर,akTuubar,October,media/284718.mp3,media/22031_96square.jpg,1436157617963,
नवम्बर,Navambar,November,media/632557.mp3,media/22030_96square.jpg,1436157617964,
दिसम्बर,diSambar,December,media/632560.mp3,media/22023_96square.jpg,1436157617965,
शून्य,suuNya,zero,media/128077.mp3,media/10304_96square.jpg,1436157617966,
एक,ek,one,media/359922.mp3,media/8873_96square.jpg,1436157617967,
दो,Do,two,media/359923.mp3,media/9077_96square.jpg,1436157617968,
तीन,TiiN,three,media/359924.mp3,media/9718_96square.jpg,1436157617969,
चार,caar,four,media/359925.mp3,media/9466_96square.jpg,1436157617970,
पाँच,paaNc,five,media/359926.mp3,media/8167_96square.jpg,1436157617971,
छे,che,six,media/430253.mp3,media/9140_96square.jpg,1436157617972,
सात,SaaT,seven,media/430251.mp3,media/9424_96square.jpg,1436157617973,
आठ,aath,eight,media/430252.mp3,media/9473_96square.jpg,1436157617974,
नौ,Nau,nine,media/633091.mp3,media/8833_96square.jpg,1436157617975,
दस,DaS,ten,media/359917.mp3,media/9088_96square.jpg,1436157617976,
कॉफी,kaufee,coffee,media/459325.mp3,media/22103_96square.jpg,1436157617977,
बियर,biyar,(This material is courtesy of hindipod101.com ),media/459326.mp3,media/8700_96square.jpg,1436157617978,
चाय,chaay,tea,media/459330.mp3,media/22101_96square.jpg,1436157617979,
वाइन,waain,wine,media/458834.mp3,media/22104_96square.jpg,1436157617980,
पानी,paanee,water,media/278878.mp3,media/9628_96square.jpg,1436157617981,
गोमांस,gomaanS,beef,media/400113.mp3,media/8664_96square.jpg,1436157617982,
सूअरकामांस,suar ka maans,pork,media/400114.mp3,media/8081_96square.jpg,1436157617983,
चिकन,chikan,chicken,media/309313.mp3,media/10126_96square.jpg,1436157617984,
गोश्त,gosT,lamb,media/284765.mp3,media/15190_96square.jpg,1436157617985,
मछली,machhalee,fish,media/128692.mp3,media/15728_96square.jpg,1436157617986,
पाँव,paanv,foot,media/278550.mp3,media/8374_96square.jpg,1436157617987,
पैर,pair,leg,media/360022.mp3,media/8542_96square.jpg,1436157617988,
सर,sar,head,media/360023.mp3,media/21800_96square.jpg,1436157617989,
बाँह,baanh,arm,media/309071.mp3,media/9562_96square.jpg,1436157617990,
हाथ,haaTh,hand,media/360024.mp3,media/8317_96square.jpg,1436157617991,
उंगली,ungalee,finger,media/400135.mp3,media/9323_96square.jpg,1436157617992,
शरीर,sariir,body,media/284769.mp3,media/21798_96square.jpg,1436157617993,
पेट,pet,stomach,media/278566.mp3,media/8438_96square.jpg,1436157617994,
पीठ,piith,back,media/278573.mp3,media/21801_96square.jpg,1436157617995,
सीना,SiiNaa,chest,media/632718.mp3,media/21799_96square.jpg,1436157617996,
नर्स,nars,nurse,media/278932.mp3,media/21768_96square.jpg,1436157617997,
कर्मचारी,karmcaarii,employee,media/278937.mp3,media/15526_96square.jpg,1436157617998,
पुलिसअधिकारी,puLiS aDHikaarii,police officer,media/284773.mp3,media/22290_96square.jpg,1436157617999,
रसोइया,raSoiyaa,cook,media/278941.mp3,media/21802_96square.jpg,1436157618000,
इंजीनियर,iNjiiNiyar,engineer,media/278945.mp3,media/19050_96square.jpg,1436157618001,
डॉक्टर,daktar,doctor,media/278949.mp3,media/21803_96square.jpg,1436157618002,
मैनेजर,maiNejar,manager,media/351120.mp3,media/17412_96square.jpg,1436157618003,
शिक्षिका,siksikaa,teacher,media/400627.mp3,media/9229_96square.jpg,1436157618004,
प्रोग्रामर,prograamar,programmer,media/284778.mp3,media/21805_96square.jpg,1436157618005,
विक्रेता,vikreTaa,salesman,media/278959.mp3,media/9477_96square.jpg,1436157618006,
,week,hafTaa,media/284860.mp3,media/22019_96square.jpg,1436157618007,
,year,SaaL,media/128512.mp3,media/22020_96square.jpg,1436157618008,
,today,aaj,media/632457.mp3,media/22014_96square.jpg,1436157618009,
,tomorrow,kal,media/632458.mp3,media/22015_96square.jpg,1436157618010,
,yesterday,kal,media/632461.mp3,media/22016_96square.jpg,1436157618011,
,calendar,(This deck was prepared by 101languages.net :),media/408164.mp3,media/21796_96square.jpg,1436157618012,
,second,SekaNd,media/284870.mp3,media/22047_96square.jpg,1436157618013,
,hour,ghaNtaa,media/128543.mp3,media/22041_96square.jpg,1436157618014,
,minute,minaT,media/128529.mp3,media/22043_96square.jpg,1436157618015,
,o'clock,baje,media/128540.mp3,media/22044_96square.jpg,1436157618016,
,clock,ghadii,media/284882.mp3,media/20235_96square.jpg,1436157618017,
,can,SakNaa,media/400808.mp3,media/9008_96square.jpg,1436157618018,
,use,upayog karNaa,media/308546.mp3,media/17270_96square.jpg,1436157618019,
,do,karNaa,media/351043.mp3,media/9432_96square.jpg,1436157618020,
go,go,jaaNaa,media/633369.mp3,media/9499_96square.jpg,1436157618021,
,come,aaNaa,media/330035.mp3,media/9189_96square.jpg,1436157618022,
,laugh,haSNaa,media/284787.mp3,media/9527_96square.jpg,1436157618023,
,make,baNaaNaa,media/284792.mp3,media/8742_96square.jpg,1436157618024,
,see,dekhNaa,media/284796.mp3,media/17269_96square.jpg,1436157618025,
,far,Duur,media/400561.mp3,media/8065_96square.jpg,1436157618026,
,small,chotaa,media/400652.mp3,media/21795_96square.jpg,1436157618027,
,good,acchaa,media/129911.mp3,media/16933_96square.jpg,1436157618028,
,beautiful,SuNDar,media/128267.mp3,media/9658_96square.jpg,1436157618029,
,ugly,baDSuuraT,media/284829.mp3,media/8197_96square.jpg,1436157618030,
,difficult,kathiN,media/632521.mp3,media/17227_96square.jpg,1436157618031,
,easy,aasaan,media/632522.mp3,media/8717_96square.jpg,1436157618032,
,bad,buraa,media/284840.mp3,media/8487_96square.jpg,1436157618033,
,near,paaS,media/284845.mp3,media/9622_96square.jpg,1436157618034,
,Nice to meet you.,aap Se miLkar khusii huii.,media/400536.mp3,media/21965_96square.jpg,1436157618035,
,Hello.,NamaSTe.,media/644175.mp3,media/21643_96square.jpg,1436157618036,
,Good morning.,SuprabhaaT.,media/644176.mp3,media/17247_96square.jpg,1436157618037,
,Good afternoon.,NamaSTe.,media/817324.mp3,media/21648_96square.jpg,1436157618038,
,Good evening.,subh SaNDHyaa.,media/644178.mp3,media/21963_96square.jpg,1436157618039,
,Good night.,subh raaTrii.,media/817325.mp3,media/21964_96square.jpg,1436157618040,
,How are you?,aap kaiSe hain?,media/817326.mp3,media/10083_96square.jpg,1436157618041,
,Thank you!,DHaNyavaaD.,media/128387.mp3,media/14992_96square.jpg,1436157618042,
,No.,Nahiin.,media/400818.mp3,media/21966_96square.jpg,1436157618043,
,Delicious!,swaaDist,media/129993.mp3,media/10146_96square.jpg,1436157618044,
,I'm...(name).,main ... huun.,media/400543.mp3,media/21967_96square.jpg,1436157618045,
,Goodbye.,aLviDaa.,media/644180.mp3,media/21968_96square.jpg,1436157618046,
,Yes.,haan.,media/644244.mp3,media/14816_96square.jpg,1436157618047,
,Monday,Somvaar,media/128514.mp3,media/22038_96square.jpg,1436157618048,
,Tuesday,mangaLvaar,media/128516.mp3,media/22039_96square.jpg,1436157618049,
,Wednesday,buDHvaar,media/128515.mp3,media/22037_96square.jpg,1436157618050,
,Thursday,guruvaar,media/128519.mp3,media/22033_96square.jpg,1436157618051,
,Friday,sukravaar,media/128517.mp3,media/22035_96square.jpg,1436157618052,
,Saturday,saNivaar,media/128518.mp3,media/22036_96square.jpg,1436157618053,
,Sunday,iTvaar,media/400207.mp3,media/22034_96square.jpg,1436157618054,
,May,maii,media/284683.mp3,media/22029_96square.jpg,1436157618055,
,January,jaNvarii,media/128507.mp3,media/22025_96square.jpg,1436157618056,
,February,pharvarii,media/284696.mp3,media/22024_96square.jpg,1436157618057,
,March,maarc,media/284687.mp3,media/22028_96square.jpg,1436157618058,
,April,aprail,media/284700.mp3,media/22021_96square.jpg,1436157618059,
,June,juuN,media/284703.mp3,media/22027_96square.jpg,1436157618060,
,July,julaaii,media/284707.mp3,media/22026_96square.jpg,1436157618061,
,August,agaST,media/284711.mp3,media/22022_96square.jpg,1436157618062,
,September,SiTambar,media/284714.mp3,media/22032_96square.jpg,1436157618063,
,October,akTuubar,media/284718.mp3,media/22031_96square.jpg,1436157618064,
,November,Navambar,media/632557.mp3,media/22030_96square.jpg,1436157618065,
,December,diSambar,media/632560.mp3,media/22023_96square.jpg,1436157618066,
,zero,suuNya,media/128077.mp3,media/10304_96square.jpg,1436157618067,
,one,ek,media/359922.mp3,media/8873_96square.jpg,1436157618068,
,two,Do,media/359923.mp3,media/9077_96square.jpg,1436157618069,
,three,TiiN,media/359924.mp3,media/9718_96square.jpg,1436157618070,
,four,caar,media/359925.mp3,media/9466_96square.jpg,1436157618071,
,five,paaNc,media/359926.mp3,media/8167_96square.jpg,1436157618072,
,six,che,media/430253.mp3,media/9140_96square.jpg,1436157618073,
,seven,SaaT,media/430251.mp3,media/9424_96square.jpg,1436157618074,
,eight,aath,media/430252.mp3,media/9473_96square.jpg,1436157618075,
,nine,Nau,media/633091.mp3,media/8833_96square.jpg,1436157618076,
,ten,DaS,media/359917.mp3,media/9088_96square.jpg,1436157618077,
,coffee,kaufee,media/459325.mp3,media/22103_96square.jpg,1436157618078,
,beer,biyar,media/459326.mp3,media/8700_96square.jpg,1436157618079,
,tea,chaay,media/459330.mp3,media/22101_96square.jpg,1436157618080,
,wine,waain,media/458834.mp3,media/22104_96square.jpg,1436157618081,
,water,paanee,media/278878.mp3,media/9628_96square.jpg,1436157618082,
,beef,gomaanS,media/400113.mp3,media/8664_96square.jpg,1436157618083,
,pork,suar ka maans,media/400114.mp3,media/8081_96square.jpg,1436157618084,
,chicken,chikan,media/309313.mp3,media/10126_96square.jpg,1436157618085,
,lamb,gosT,media/284765.mp3,media/15190_96square.jpg,1436157618086,
,fish,machhalee,media/128692.mp3,media/15728_96square.jpg,1436157618087,
,foot,paanv,media/278550.mp3,media/8374_96square.jpg,1436157618088,
,leg,pair,media/360022.mp3,media/8542_96square.jpg,1436157618089,
,head,sar,media/360023.mp3,media/21800_96square.jpg,1436157618090,
,arm,baanh,media/309071.mp3,media/9562_96square.jpg,1436157618091,
,hand,haaTh,media/360024.mp3,media/8317_96square.jpg,1436157618092,
,finger,ungalee,media/400135.mp3,media/9323_96square.jpg,1436157618093,
,body,sariir,media/284769.mp3,media/21798_96square.jpg,1436157618094,
,stomach,pet,media/278566.mp3,media/8438_96square.jpg,1436157618095,
,back,piith,media/278573.mp3,media/21801_96square.jpg,1436157618096,
,chest,SiiNaa,media/632718.mp3,media/21799_96square.jpg,1436157618097,
,nurse,nars,media/278932.mp3,media/21768_96square.jpg,1436157618098,
,employee,karmcaarii,media/278937.mp3,media/15526_96square.jpg,1436157618099,
,police officer,puLiS aDHikaarii,media/284773.mp3,media/22290_96square.jpg,1436157618100,
,cook,raSoiyaa,media/278941.mp3,media/21802_96square.jpg,1436157618101,
,engineer,iNjiiNiyar,media/278945.mp3,media/19050_96square.jpg,1436157618102,
,doctor,daktar,media/278949.mp3,media/21803_96square.jpg,1436157618103,
,manager,maiNejar,media/351120.mp3,media/17412_96square.jpg,1436157618104,
,teacher,siksikaa,media/400627.mp3,media/9229_96square.jpg,1436157618105,
,programmer,prograamar,media/284778.mp3,media/21805_96square.jpg,1436157618106,
,salesman,vikreTaa,media/278959.mp3,media/9477_96square.jpg,1436157618107,
